,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
992,70206818,Movie,In Defense of a Married Man,Joel Oliansky,"Judith Light, Michael Ontkean, Jerry Orbach, Pat Corley, Nicholas Campbell, John Colicos, Cynthia Sikes, Johnny Galecki",United States,"October 1, 2011",1990,NR,94 min,Dramas,"A lawyer's husband is having an affair. When his mistress is found dead, he becomes the prime suspect – and his wife must take charge of his defense."
993,70206819,Movie,Quiet Victory: The Charlie Wedemeyer Story,Roy Campanella II,"Pam Dawber, Michael Nouri, Bess Meyer, Peter Berg, James Handy, Kyle Chandler",United States,"October 1, 2011",1988,TV-PG,93 min,"Dramas, Sports Movies","When high school football coach Charlie Wedemeyer is diagnosed with Lou Gehrig's disease, he perseveres in leading his team despite becoming disabled."
994,70206822,Movie,Strange Voices,Arthur Allan Seidelman,"Nancy McKeon, Valerie Harper, Stephen Macht, Tricia Leigh Fisher, Millie Perkins",United States,"October 1, 2011",1987,NR,96 min,Dramas,"When their college-age daughter suddenly begins acting erratically and is diagnosed with schizophrenia, a desperate couple seeks treatment for her."
995,70206820,Movie,The Ryan White Story,John Herzfeld,"Judith Light, Lukas Haas, Michael Bowen, Nikki Cox, George Dzundza, Valerie Landsburg, Sarah Jessica Parker, Mitchell Ryan",United States,"October 1, 2011",1989,TV-PG,94 min,Dramas,"After contracting HIV from a tainted blood treatment, teenaged hemophiliac Ryan White is forced to fight for his right to attend public school."
996,70206823,Movie,Too Young the Hero,Buzz Kulik,"Ricky Schroder, Jon DeVries, Debra Mooney, Mary-Louise Parker, Christopher Curry, Rick Warner, Tom Wood",United States,"October 1, 2011",1988,NR,94 min,Dramas,"Twelve-year-old Calvin manages to join the navy and serves in the battle of Guadalcanal. But when his age is revealed, the boy is sent to the brig."
997,70206824,Movie,Triumph of the Heart,Richard Michaels,"Mario Van Peebles, Susan Ruttan, Lane R. Davis, Lynn Whitfield, Adam Faraizl, Polly Holliday, Jay Pennison, John Schuhmacher",United States,"October 1, 2011",1991,TV-PG,93 min,"Dramas, Sports Movies","This drama tells the tale of Ricky Bell, a pro running back with the Tampa Bay Buccaneers who died of a muscle disease in the prime of his career."
998,70206825,Movie,Unspeakable Acts,Linda Otto,"Jill Clayburgh, Brad Davis, Sam Behrens",United States,"October 1, 2011",1990,NR,95 min,Dramas,Laurie and Joseph are doctors who interview sexually abused children. With a lot of energy they track down a pedophile who has abused many toddlers.
999,70206826,Movie,Victim of Beauty,Roger Young,"William Devane, Jeri Ryan, Michele Abrams, Nick Searcy, Linda Pierce, J. Don Ferguson, Butch Slade, Joyce Bowden-Kirby",United States,"October 1, 2011",1991,NR,93 min,"Dramas, Thrillers",A beauty pageant winner is stalked by a serial killer who kidnaps her sister and torments her family in this thriller based on a shocking true story.
1000,81029831,Movie,"All's Well, End's Well (2009)",Vincent Kok,"Louis Koo, Sandra Ng Kwan Yue, Raymond Wong, Ronald Cheng, Yao Chen, Guo Tao, Heung Kam Lee, Chun Chau Ha, Miki Shum",Hong Kong,"November 9, 2018",2009,TV-14,99 min,"Comedies, International Movies, Romantic Movies","Bound by a family rule that forbids him from marrying until his stubborn sister gets hitched, a bachelor enlists the help of a love guru to woo her."
1001,80194289,Movie,Gabriel and the Mountain,Fellipe Barbosa,"João Pedro Zappa, Caroline Abras, Alex Alembe, Leonard Siampala, Tony B. Lesika, John Goodluck, Rashidi Athuman, Toney Montana, George Ngandu, Rhosinah Sekeleti, Luke Mpata, Lewis Gadson, Manuela Pacq","Brazil, France","November 9, 2018",2017,TV-MA,132 min,"Dramas, Independent Movies, International Movies","In a drama based on a true story, Brazilian backpacker Gabriel Buchmann spends his gap year exploring Africa. Why does he die in the Malawi mountains?"
1002,80191219,Movie,Lommbock,Christian Zübert,"Lucas Gregorowicz, Moritz Bleibtreu, Louis Hofmann, Wotan Wilke Möhring, Alexandra Neldel, Melanie Winigir, Mavie Hörbiger, Dar Salim, Elmar Wepper, Antoine Monot Jr.",Germany,"November 9, 2018",2017,TV-MA,106 min,"Comedies, International Movies","After finding love in drug-free Dubai, Stefan returns to Germany to grab documents for his wedding. But old buddy Kai's bad habits complicate things."
1005,80190859,Movie,Outlaw King,David Mackenzie,"Chris Pine, Aaron Taylor-Johnson, Florence Pugh, Billy Howle, Sam Spruell, Tony Curran, Callan Mulvey, James Cosmo, Stephen Dillane","United Kingdom, United States","November 9, 2018",2018,R,122 min,"Action & Adventure, Dramas","In 14th-century Scotland, Robert the Bruce claims the crown and leads a fierce uprising to win back the country's independence from English rule."
1012,70243445,Movie,Hit & Run,"David Palmer, Dax Shepard","Kristen Bell, Dax Shepard, Kristin Chenoweth, Tom Arnold, Bradley Cooper, Jess Rowland, Ryan Hansen, Beau Bridges, Michael Rosenbaum, David Koechner, Joy Bryant",United States,"November 8, 2019",2012,R,100 min,"Action & Adventure, Comedies, Romantic Movies","Determined to get his fiancée to L.A. to take advantage of an amazing opportunity, Charlie breaks out of the witness protection program to drive her."
1013,80201542,Movie,Let It Snow,Luke Snellin,"Isabela Moner, Shameik Moore, Kiernan Shipka, Odeya Rush, Liv Hewson, Mitchell Hope, Jacob Batalon, Joan Cusack, Matthew Noszka, Anna Akana, Miles Robbins, D'Arcy Carden, Mason Gooding, Andrea De Oliveira, Victor Rivers",United States,"November 8, 2019",2019,PG-13,93 min,"Comedies, Dramas, LGBTQ Movies","A snowstorm hits a small town on a cold Christmas Eve, affecting the friendships, love lives and futures of several high school seniors."
1014,81079723,Movie,Paradise Beach,Xavier Durringer,"Sami Bouajila, Tewfik Jallab, Mélanie Doutey, Hugo Becker, Kool Shen, Hubert Koundé, Seth Gueko, Sonia Couling, Chalad Na Songkhla, Flore Bonaventura, Nessbeal, Dorian N'Goumou dit Dosseh, Hache-P",France,"November 8, 2019",2019,TV-MA,94 min,"Action & Adventure, Dramas, International Movies","Mehdi gets out of prison, planning to settle old scores. But first, he must reconnect with his gang, now living in an idyllic beach resort in Thailand."
1015,81003058,Movie,Hope Springs Eternal,Jack C. Newell,"Mia Rose Frampton, Beth Lacke, Stony Blyden, Juliette Angelo, Lauren Giraldo, Beau Brooks, Pej Vahdat",United States,"November 8, 2018",2018,PG,79 min,Dramas,"When a teen with terminal cancer miraculously finds herself in remission, she struggles to give up the attention her illness gave her at school."
1016,80236993,Movie,The Desert Bride,"Cecilia Atán, Valeria Pivato","Paulina García, Claudio Rissi","Argentina, Chile","November 8, 2018",2017,TV-14,78 min,"Dramas, International Movies","While traveling across Argentina to a new job, a longtime maid encounters a salesman who opens her eyes to life's beauty and possibilities."
1017,80057565,Movie,The Sea of Trees,Gus Van Sant,"Matthew McConaughey, Naomi Watts, Ken Watanabe, Katie Aselton, Jordan Gavaris",United States,"November 8, 2018",2015,PG-13,111 min,Dramas,"A brooding American unable to cope with personal crisis travels to ""suicide forest"" near Mount Fuji, where he meets a fellow lost wanderer."
1019,81002596,Movie,Yes or No 2,Saratswadee Wongsomphet,"Supanart Jittaleela, Sushar Manaying, Nisa Boonsantear, Apittha Khlaiudom, Apapattra Meesang",Thailand,"November 8, 2018",2012,TV-PG,112 min,"International Movies, LGBTQ Movies, Romantic Movies","No longer university girls, Kim and Pie face new hurdles in their relationship, including work, new friends and other distractions."
1020,81002597,Movie,Yes or No 2.5,Kirati Nakintanon,"Supanart Jittaleela, Pimpakan Bangchawong, Chansakorn Kittiwattanakorn, Sunanta Yoonniyom",Thailand,"November 8, 2018",2015,TV-PG,107 min,"International Movies, LGBTQ Movies, Romantic Movies","Roommates Wine and Pie find their lives turned upside down when two more ladies move in next door, bringing up past heartaches and new attractions."
1021,80148275,Movie,My Way,Antongiulio Panizzi,"Silvio Berlusconi, Alan Friedman",Italy,"November 8, 2016",2016,TV-14,101 min,"Documentaries, International Movies","Former Italian prime minister Silvio Berlusconi opens up about his life, including his sex scandals, corruption trials, and friendship with Putin."
1022,80127886,Movie,U Turn,Pawan Kumar,"Roger Narayan, Shraddha Srinath, Dileep Raj, Krishna Hebbale, Ram Manjjonaath, Chethan Dsouza",India,"November 7, 2019",2016,TV-14,121 min,"International Movies, Thrillers",A reporter must hunt for the truth behind a strange murder after she crosses paths with a young cop and becomes the investigation's prime suspect.
1024,80080491,Movie,Into the Forest,Patricia Rozema,"Ellen Page, Evan Rachel Wood, Max Minghella, Callum Keith Rennie, Michael Eklund, Wendy Crewson",Canada,"November 7, 2018",2015,R,102 min,"Dramas, International Movies, Sci-Fi & Fantasy","In the near future, two frightened sisters fight for survival after losing their father during a deadly, quietly looming apocalypse."
1025,80046777,Movie,Krisha,Trey Edward Shults,"Krisha Fairchild, Alex Dobrenko, Robyn Fairchild, Chris Doubek, Victoria Fairchild, Bryan Casserly, Chase Joliet, Atheena Frizzell, Augustine Frizzell, Bill Wise, Olivia Grace Applegate, Trey Edward Shults",United States,"November 7, 2018",2015,R,81 min,"Dramas, Independent Movies","After 10 years away from her family, Krisha returns for Thanksgiving, but bitter grudges and troubling addictions threaten to ruin the event."
1026,60024976,Movie,Jerry Seinfeld: Comedian,Christian Charles,"Jerry Seinfeld, Orny Adams, Colin Quinn, Bill Cosby, Robert Klein, Chris Rock, Garry Shandling, Jay Leno, Kevin Nealon, Ray Romano",United States,"November 7, 2017",2002,R,81 min,Documentaries,Christian Charles's documentary follows established comedian Jerry Seinfeld and up-and-comer Orny Adams as they navigate the stand-up circuit.
1028,80173002,Movie,The Journey Is the Destination,Bronwen Hughes,"Ben Schnetzer, Kelly Macdonald, Sam Hazeldine, Ella Purnell, Maria Bello, Yusra Warsama",United States,"November 7, 2017",2016,R,123 min,Dramas,Spirited 22-year-old activist and photojournalist Dan Eldon rushes to the frontline of a dangerous relief effort for Somalian refugees in this biopic.
1029,80009431,Movie,Virunga,Orlando von Einsiedel,,"United Kingdom,","November 7, 2014",2014,TV-MA,100 min,"Documentaries, International Movies",The Oscar-nominated true story of the rangers risking their lives to save Africa's most precious national park and its endangered gorillas.
1030,81092045,Movie,Burning Cane,Phillip Youmans,"Wendell Pierce, Karen Kaia Livers, Dominique McClellan, Braelyn Kelly, Emyri Crutchfield, Cynthia Capers, Erika Woods",United States,"November 6, 2019",2019,TV-MA,78 min,Dramas,"A small-town Louisiana minister and one of his parishioners cope with grief, alcoholism and a crisis of faith in this dramatic character study."
1032,81034600,Movie,Shadow,Zhang Yimou,"Deng Chao, Sun Li, Ryan Cheng, Wang Qianyuan, Hu Jun, Wang Jingchun, Guan Xiaotong, Leo Wu","China, Hong Kong","November 6, 2019",2018,TV-MA,116 min,"Action & Adventure, Dramas, International Movies","As three kingdoms struggle for control of a walled city, a figure with a rare power spins a web of intrigue that entangles a king's court."
1033,80183783,Movie,Let It Fall: Los Angeles 1982-1992,John Ridley,,United States,"November 6, 2017",2017,TV-MA,144 min,Documentaries,This documentary chronicles simmering tension and broken trust between L.A.'s black community and police in the decade before the Rodney King riots.
1034,81209203,Movie,Luccas Neto in: Summer Camp,Lucas Margutti,"Luccas Neto, Gi Alparone, Jéssica Diehl, Roni Fischer, Karol Alves, João Pessanha",,"November 5, 2019",2019,TV-G,87 min,"Children & Family Movies, Comedies",Luccas and Gi are heading to a world famous gymkhana camp. Only problem: so are their bullies... A fun musical that will get you in a vacation mood.
1035,81058497,Movie,Seth Meyers: Lobby Baby,Neal Brennan,Seth Meyers,United States,"November 5, 2019",2019,TV-MA,61 min,Stand-Up Comedy,SNL alumnus and subversive master of late-night TV Seth Meyers comes out from behind the desk to share some lighthearted stories from his own life.
1036,80167628,Movie,The Lovers,Azazel Jacobs,"Aidan Gillen, Melora Walters, Tyler Ross, Jessica Sula, Lesley Fera, Tracy Letts, Debra Winger",United States,"November 5, 2019",2017,R,98 min,"Comedies, Dramas, Independent Movies","On the verge of divorce, a middle-aged couple, each involved in a serious affair, rethink their marriage and the meaning of love and fidelity."
1037,81165326,Movie,Tune in for Love,Jung Ji-woo,"Kim Go-eun, Jung Hae-in, Park Hae-joon, Kim Guk-hee, Jung Eugene, Choi Jun-young, Yoo Yeol, Nam Mun-cheol",South Korea,"November 5, 2019",2019,TV-MA,123 min,"Dramas, International Movies, Romantic Movies","A student and a reticent teen first meet at a bakery in the 1990s and try to find each other through the years, as fate keeps pulling them apart."
1038,81053961,Movie,Undercover Brother 2,Leslie Small,"Michael Jai White, Vince Swann, Barry Bostwick, Laila Odom, Gary Owen, Affion Crockett, Steven Lee Johnson, Lindsay Lamb, Zac Zedalis, Cj Sykes",United States,"November 5, 2019",2019,R,85 min,Comedies,"When a beloved secret agent falls deep into a coma, his bumbling brother must defend their community from a divisive political threat."
1040,81029848,Movie,Bucket List,Tejas Prabha Vijay Deoskar,"Madhuri Dixit, Sumeet Raghvan, Renuka Shahane, Milind Pathak, Vandana Gupte, Pradeep Velankar, Shubha Khote, Resham Tipnis",India,"November 5, 2018",2018,TV-14,129 min,"Dramas, International Movies","After getting a heart transplant, a 40-year-old homemaker in Pune makes the life-changing decision to complete the bucket list of her 20-year-old donor."
1041,80225421,Movie,John Leguizamo's Latin History for Morons,,John Leguizamo,United States,"November 5, 2018",2018,TV-MA,90 min,Stand-Up Comedy,"In this one-man Broadway show, John Leguizamo finds humor and heartbreak as he traces 3,000 years of Latin history in an effort to help his bullied son."
1042,80204460,Movie,Mubarakan,Anees Bazmee,"Anil Kapoor, Arjun Kapoor, Ileana D'Cruz, Athiya Shetty, Neha Sharma, Vineet Kumar Singh, Pavan Malhotra, Ratna Pathak Shah, Karan Kundra, Anil Mange, Rahul Dev, Sanjay Kapoor",India,"November 5, 2017",2017,PG-13,153 min,"Comedies, Dramas, International Movies","Chaos ensues after two orphaned twin brothers raised apart team up with their eccentric, unmarried uncle to find a solution to their romantic woes."
1043,70209267,Movie,A Holiday Engagement,Jim Fall,"Bonnie Somerville, Shelley Long, Jordan Bridges, Sam McMurray, Haylie Duff, Sam Horrigan, Carrie Wiita, Chris McKenna, Edi Patterson, Jennifer Elise Cox",United States,"November 4, 2019",2011,TV-G,92 min,"Children & Family Movies, Comedies, Romantic Movies",Hilary's plan to hire a good-looking guy to act as her boyfriend backfires when she brings him home for the holidays to try and fool her family.
1044,70306305,Movie,Christmas Crush,Marita Grabiak,"Rachel Boston, Jonathan Bennett, Jon Prescott, Sunny Mabrey, Julia Voth, Elizabeth Lauren Hoffman, Eileen April Boylan, Josh Crotty","Canada, United States","November 4, 2019",2012,TV-PG,87 min,"Comedies, Romantic Movies",Twentysomething Georgia pines for her old boyfriend and is thrilled to have a second chance at love when she attends their high school reunion.
1045,70262831,Movie,Dear Santa,Jason Priestley,"Amy Acker, David Haydn-Jones, Patrick Creery, Gina Holden, James Dugan, Margherita Donato, Brooklynn Proulx, James D. Hopkin, Bob Irvine",Canada,"November 4, 2019",2011,TV-PG,92 min,"Comedies, Romantic Movies","Finding a letter mailed to Santa by a girl asking for a new wife for her daddy, twentysomething Crystal sets out to make the girl's wishes come true."
1046,70113005,Movie,District 9,Neill Blomkamp,"Sharlto Copley, Jason Cope, David James, Vanessa Haywood, Mandla Gaduka, Kenneth Nkosi, Eugene Khumbanyiwa, Louis Minnaar, William Allen Young, Nathalie Boltt","South Africa, United States, New Zealand, Canada","November 4, 2019",2009,R,112 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy","After years of segregation and forced labor, a race of stranded aliens enlists in a resistance movement spearheaded by a rogue government agent."
1047,70052286,Movie,Kicking and Screaming,Noah Baumbach,"Josh Hamilton, Olivia d'Abo, Carlos Jacott, Chris Eigeman, Eric Stoltz, Jason Wiles, Parker Posey, Cara Buono, Elliott Gould, Samuel Gould",United States,"November 4, 2019",1995,R,97 min,"Comedies, Independent Movies, Romantic Movies","After graduating, four college roomies – petrified by the prospect of facing ""real life"" – reluctantly step into adulthood in this ensemble comedy."
1048,80114460,Movie,Minimalism: A Documentary About the Important Things,Matt D'Avella,"Joshua Fields Millburn, Ryan Nicodemus",United States,"November 4, 2019",2016,TV-14,78 min,Documentaries,People dedicated to rejecting the American ideal that things bring happiness are interviewed in this documentary showing the virtues of less is more.
1049,81206389,Movie,Oththa Seruppu Size 7,Parthiban,Parthiban,India,"November 4, 2019",2019,TV-MA,103 min,"Dramas, International Movies, Thrillers","Taken into custody, a murder suspect's theatrical explanations of his peculiar modus operandi unearth truths far beyond the crime he’s accused of."
1051,80196135,Movie,Williams,Morgan Matthews,,United Kingdom,"November 4, 2017",2017,TV-MA,105 min,"Documentaries, International Movies, Sports Movies",This inspiring documentary charts the birth of Sir Frank Williams's renowned racing empire – and the near-fatal crash that nearly stalled its future.
1052,80117461,Movie,"Dana Carvey: Straight White Male, 60",Marcus Raboy,Dana Carvey,United States,"November 4, 2016",2016,TV-MA,64 min,Stand-Up Comedy,Emmy-winning comedian Dana Carvey blends pitch-perfect takes on big personalities with so-true-it-hurts stories from his life as a dad of millennials.
1054,80117533,Movie,The Ivory Game,"Kief Davidson, Richard Ladkani",,Austria,"November 4, 2016",2016,TV-14,112 min,Documentaries,"Filmmakers infiltrate the corrupt global network of ivory trafficking, exposing poachers and dealers as African elephants edge closer to extinction."
