,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
4643,81149202,Movie,Why Me?,Tudor Giurgiu,"Emilian Oprea, Mihai Constantin, Andreea Vasile, Dan Condurache, Liviu Pintileasa, Mihai Smarandache, Alin Florea, Lucretia Mandric","Romania, Bulgaria, Hungary","December 1, 2019",2015,TV-MA,126 min,"Dramas, International Movies, Thrillers",A young prosecutor is assigned a career-making case involving a colleague but soon starts to question the motivations behind the charges.
4645,70216819,Movie,A Beautiful Life,Andrew Lau Wai-Keung,"Qi Shu, Liu Ye, Anthony Wong Chau-Sang, Liang Tian, Danying Feng, Rina Sa, Zhang Songwen, Tian Gao, Andrew Lin","China, Hong Kong","December 1, 2018",2011,TV-14,122 min,"Dramas, International Movies, Romantic Movies","After meeting under awkward circumstances, a glamorous businesswoman and a tradition-bound policeman begin a relationship that changes their lives."
4646,70124651,Movie,Accident,Cheang Pou Soi,"Louis Koo, Richie Ren, Stanley Fung Sui-Fan, Michelle Ye, Lam Suet, Alexander Chan, Monica Mok",Hong Kong,"December 1, 2018",2009,TV-MA,87 min,"International Movies, Thrillers",A contract killer skilled at staging lethal accidents fears he may be a victim of his own strategy when an accomplice dies in a mysterious mishap.
4647,81013509,Movie,"Ayotzinapa, el paso de la tortuga",Enrique García Meza,,Mexico,"December 1, 2018",2018,TV-14,73 min,"Documentaries, International Movies","Delving into the disappearance of 43 college students in Mexico, this documentary seeks to give justice and a voice to the victims and their families."
4648,81002685,Movie,Battle,Katarina Launing,"Lisa Teige, Fabian Svegaard Tapia, Vebjørn Enger, Charlott Madeleine Utzig, Stig R. Amdam, Karen-Lise Mynster","Norway, Denmark, Netherlands, Sweden","December 1, 2018",2018,TV-MA,98 min,"Dramas, International Movies, Romantic Movies","After Amalie's dad goes bankrupt, the young dancer's affluent life collapses. But she finds a new beat to follow after meeting hip-hop dancer Mikael."
4650,70285697,Movie,Blind Detective,Johnnie To,"Andy Lau, Sammi Cheng, Gao Yuanyuan, Guo Tao, Philip Keung, Lam Suet, Lo Hoi-pang, Tai-Lo Ma, Man-Wai Wong, Ying-Ying Yiu, Yi Zi","Hong Kong, China","December 1, 2018",2013,TV-MA,130 min,"Action & Adventure, Comedies, International Movies","When a cop loses his vision, his detecting skills stay sharp. Luckily, a rookie officer recognizes his extraordinary powers of deduction."
4651,81018536,Movie,Bobby Robson: More Than a Manager,"Gabriel Clarke, Torquil Jones",Bobby Robson,United Kingdom,"December 1, 2018",2018,TV-14,99 min,"Documentaries, International Movies, Sports Movies","Explore the life and times of legendary soccer manager Bobby Robson, whose keen mind for the game was matched only by his devotion to his teams."
4652,81030201,Movie,Break Up 100,Lawrence Cheng,"Ekin Cheng, Chrissie Chow, Ivana Wong, Jase Ho, Alex Lam, Wen Xin, Miriam Chin Wah Yeung, Eric Kot, Kar Lok Chin",Hong Kong,"December 1, 2018",2014,TV-14,105 min,"Comedies, International Movies, Romantic Movies","After their 99th breakup, a career woman and her carefree partner open a cafe where customers can put up souvenirs of past relationships."
4653,81024726,Movie,Chal Bhaag,Prakash Balwant Saini,"Deepak Dobriyal, Tarun Bajaj, Keeya Khanna, Varun Mehra, Sanjay Mishra, Yashpal Sharma, Mukesh Tiwari, Atul Srivastava, Manish Khanna, Kunwar Aziz",India,"December 1, 2018",2014,TV-14,110 min,"Comedies, Dramas, International Movies",Three petty criminals find themselves in a pickle when police wrongly charge them with the murder of an important politician.
4654,81015153,Movie,Crossroads: One Two Jaga,Nam Ron,"Zahiril Adzim, Ario Bayu, Asmara Abigail, Rosdeen Suboh, Amerul Affendi, Iedil Putra, Timothy Castillo, Chew Kin Wah, Along Eyzendy, Nam Ron",Malaysia,"December 1, 2018",2018,TV-14,81 min,"Dramas, International Movies","In Kuala Lumpur, an abused domestic worker tries to escape to Indonesia, while an idealistic cop insists on fighting corruption  – at a heavy price."
4655,81030198,Movie,Don't Go Breaking My Heart,Johnnie To,"Louis Koo, Gao Yuanyuan, Daniel Wu",Hong Kong,"December 1, 2018",2011,TV-PG,115 min,"Comedies, International Movies, Romantic Movies","A financial analyst succumbs to a love triangle with a hard-drinking architect and a promiscuous investment bro, who soon becomes her boss."
4656,80017265,Movie,Don't Go Breaking My Heart 2,Johnnie To,"Louis Koo, Gao Yuanyuan, Miriam Chin Wah Yeung, Vic Chou, Daniel Wu","Hong Kong, China","December 1, 2018",2014,TV-14,113 min,"Comedies, International Movies, Romantic Movies","Zixin is about to marry Qihong, but her gallivanting ex returns to wreak havoc as mistaken identities and love triangles stir up the lovers' paradise."
4657,81024716,Movie,Faraar,Baljit Singh Deo,"Kainaat Arora, Jaggi Singh, Gippy Grewal",Australia,"December 1, 2018",2015,TV-14,146 min,"Action & Adventure, Dramas, International Movies","When a man is arrested on arrival in America because authorities mistake him for a wanted gangster, a new friend tries to help him prove his innocence."
4659,80106306,Movie,Helios,"Leung Lok Man, Luk Kim-ching","Jacky Cheung, Nick Cheung, Chang Chen, Shawn Yue, Wang Xueqi, Janice Man, Ji Jin-hee, Choi Si-won","Hong Kong, China, United States","December 1, 2018",2015,TV-MA,118 min,"Action & Adventure, International Movies","When master criminal Helios steals a mobile WMD, rival agents from Hong Kong, South Korea and China must join forces to recover the device."
4660,60034549,Movie,Hellboy,Guillermo del Toro,"Ron Perlman, John Hurt, Selma Blair, Rupert Evans, Karel Roden, Jeffrey Tambor, Doug Jones, Brian Steele, Ladislav Beran, Biddy Hodson, Corey Johnson, Kevin Trainor",United States,"December 1, 2018",2004,PG-13,122 min,"Action & Adventure, Cult Movies, Sci-Fi & Fantasy","This fast-paced action flick tells the dark story of Hellboy, a charismatic demon who's put on Earth by the Nazis to terrorize the rest of the world."
4661,80135353,Movie,Line Walker,Jazz Boon,"Nick Cheung, Louis Koo, Francis Chun-Yu Ng, Charmaine Sheh, Hui Shiu Hung, Li Guangjie, Zhang Huiwen, Xing Yu, Cheng Taishen, Moses Chan, Louis Cheung","China, Hong Kong","December 1, 2018",2016,TV-MA,109 min,"Action & Adventure, Dramas, International Movies",A Hong Kong intelligence officer tasked with finding undercover agents whose identities have been erased finds herself in the paths of rival triads.
4663,80995077,Movie,Little Singham aur Kaal ka Mahajaal,Prakash Satam,,,"December 1, 2018",2018,TV-Y7-FV,68 min,"Children & Family Movies, Comedies","When Kaal, the vilest demon on earth, threatens to destroy his village, child cop Little Singham must use his strength and smarts to fight back."
4664,70126809,Movie,Look for a Star,Andrew Lau Wai-Keung,"Andy Lau, Qi Shu, Zhang Hanyu, Denise Ho, Dominic Lam, Xinyi Zhang, David Chiang, George Lam, Rebecca Pan, Maria Cordero, Tat-Ming Cheung",Hong Kong,"December 1, 2018",2009,TV-PG,117 min,"Comedies, International Movies, Romantic Movies","While keeping his identity secret, a real estate billionaire tries to woo an outspoken croupier who talks gamblers out of losing their money."
4666,81031038,Movie,Oddbods: The Festive Menace,,"Nadia Ramlee, Chio Su-Ping, Jeremy Linn, Marlon Dance-Hooi",,"December 1, 2018",2018,TV-Y,23 min,Movies,"In this ""Oddbods"" special, Bubbles's latest invention, the Naughty-or-Nice Machine, zaps Santa Claus, jeopardizing the whole Christmas holiday season."
4667,80127645,Movie,Once a Gangster,Felix Chong,"Ekin Cheng, Jordan Chan, Alex Fong, Michelle Ye, On-on Yu, Wilfred Lau, Conroy Chan",Hong Kong,"December 1, 2018",2010,TV-MA,95 min,"Action & Adventure, Comedies, International Movies","Two former triads are tapped to run in an election for leader of the underworld, but both want normal lives. Each must outwit the other to lose."
4668,80187471,Movie,Power Paandi,Dhanush,"Rajkiran, Dhanush, Prasanna, Chaya Singh, Revathy, Madonna Sebastian, Vidyullekha Raman",India,"December 1, 2018",2017,TV-14,124 min,"Dramas, International Movies","Retired, restless and constantly butting heads with his son, a former stuntman escapes on a road trip that becomes a journey to find his first love."
4669,81024500,Movie,Roll With Me,,,United States,"December 1, 2018",2017,TV-MA,90 min,"Documentaries, Sports Movies","Backed by a crew of unlikely allies, newly sober paraplegic Gabriel Cordell teams up with his nephew for a grueling wheelchair trek across America."
4670,81030200,Movie,SDU: Sex Duties Unit,Gary Mak,"Chapman To, Shawn Yue, Matt Chow, Kwok Cheung Tsang",Hong Kong,"December 1, 2018",2013,TV-MA,96 min,"Comedies, International Movies",Four man-children in an elite tactical unit gallivant around Macau for a weekend of debauchery that gets them in trouble with the law.
4671,81030197,Movie,Set Off,Liu Jiang,"Wenpei Ju, Fan Wei, Liu Hua, Qianyuan Wang, Ren Zhengbin, He Jiang",China,"December 1, 2018",2008,TV-MA,96 min,"Dramas, International Movies","When a restaurant owner in Cyprus returns to Beijing to sign divorce papers, a drunk woman he encounters triggers a string of mishaps."
4672,70104313,Movie,Seven Pounds,Gabriele Muccino,"Will Smith, Rosario Dawson, Woody Harrelson, Michael Ealy, Barry Pepper, Elpidia Carrillo, Robinne Lee, Joe Nunez, Bill Smitrovich, Tim Kelleher, Gina Hecht, Andy Milder, Judyann Elder, Sarah Jane Morris",United States,"December 1, 2018",2008,PG-13,123 min,"Dramas, Romantic Movies","Weighed down by a dark secret, IRS agent Ben Thomas tries to improve the lives of seven strangers in need of a second chance."
4673,80166319,Movie,The Little Mermaid,"Blake Harris, Chris Bouchard","William Moseley, Poppy Drayton, Loreto Peralta, Armando Gutierrez, Shirley MacLaine, Gina Gershon, Shanna Collins, Chris Yong, Jo Marie Payton, Tom Nowicki",United States,"December 1, 2018",2018,PG,85 min,"Children & Family Movies, Dramas","In this take on the classic tale, a captive circus mermaid transforms the lives of a skeptical journalist and his wide-eyed young sister."
4674,80158854,Movie,A StoryBots Christmas,"Evan Spiridellis, Jeff Gill","Edward Asner, Judy Greer, Erin Fitzgerald, Fred Tatasciore, Jeff Gill, Gregg Spiridellis, Evan Spiridellis, Jim Meskimen, Nate Theis",United States,"December 1, 2017",2017,TV-Y,26 min,Movies,"Bo thinks her holiday gift-giving isn't good enough, so she heads north to study under Santa Claus – only to find he's missing."
4676,80203781,Movie,Bhouri,Jasbir Bijendra Bhati,"Raghuvir Yadav, Masha Paur, Mohan Joshi, Manoj Joshi, Mukesh Tiwari, Shakti Kapoor, Sitaram Panchal, Kunika Lall",India,"December 1, 2017",2017,TV-14,123 min,"Dramas, Independent Movies, International Movies",A 23-year-old girl who's married to a man more than twice her age is forced to contend with the predatory nature of a male-dominated society.
4679,80221317,Movie,Diana: In Her Own Words,,,United Kingdom,"December 1, 2017",2017,TV-PG,113 min,"Documentaries, International Movies","Featuring archival footage and personal recordings, this documentary offers candid insight into the life of the beloved princess."
4680,80178882,Movie,Dream Boat,Tristan Ferland Milewski,,Germany,"December 1, 2017",2017,TV-MA,92 min,"Documentaries, International Movies, LGBTQ Movies","On a cruise for gay men, five passengers of different nationalities take a break from their families and cultures to party and reflect on life."
4681,80191081,Movie,DreamWorks Home: For the Holidays,,"Rachel Crow, Mark Whitten, Kelly Clarkson, Ana Ortiz, Ben Schwartz, Ron Funches, Matt Jones",United States,"December 1, 2017",2017,TV-Y7,46 min,"Children & Family Movies, Comedies, Music & Musicals","Oh takes it upon himself to introduce Christmas joy to his fellow Boovs. Unfortunately, his well-meaning mission nearly destroys the city."
4682,80203792,Movie,Eh Janam Tumhare Lekhe,Harjit Singh,"Pavan Malhotra, Sudhanshu Aggarwal, Arjuna Bhalla, Avrinder Kaur, Arvinder Bhatti, Master Yuvraj, Jai Bharti, Gagandeep Singh",India,"December 1, 2017",2015,TV-14,124 min,"Dramas, International Movies","Driven by the lessons he learned from his mother, and the values of the Sikh religion, a man sets out on a mission to serve humanity."
4683,80191930,Movie,Forbidden Games: The Justin Fashanu Story,"Jon Carey, Adam Darke","Justin Fashanu, John Fashanu",United Kingdom,"December 1, 2017",2017,TV-14,81 min,"Documentaries, International Movies, LGBTQ Movies","This documentary chronicles the tragic, true story of Justin Fashanu, the first – and only – openly gay man to have played professional soccer."
4684,70170181,Movie,Hisss,Jennifer Lynch,"Mallika Sherawat, Irrfan Khan, Jeff Doucette, Divya Dutta, Raman Trikha, Mahmoud Babai, Raj Bhansali, Sunny Charles, Tony Ciccone, Parvez Khan","India, United States","December 1, 2017",2010,TV-MA,97 min,"Horror Movies, International Movies, Thrillers","In a plot to bait the snake-goddess Nagin for her immortality-granting essence, George States journeys to India and abducts her reptilian lover."
4686,80173001,Movie,Monster Island,Leopoldo Aguilar,"Joey Camen, Fiona Hardingham, Johnny Rose, Katie Leigh, Roger L. Jackson, Wally Wingert, Phillip Vasquez","India, Mexico","December 1, 2017",2017,TV-Y7-FV,81 min,Children & Family Movies,"When a teenager discovers he's not really human, he ventures out to a remote island to explore his roots and confronts a series of wild challenges."
4687,80171247,Movie,My Happy Family,"Nana Ekvtimishvili, Simon Gross","Ia Shugliashvili, Merab Ninidze, Berta Khapava, Tsisia Qumsishvili, Giorgi Khurtsilava, Giorgi Tabidze, Goven Cheishvili, Dimitri Oragvelidze, Mariam Bokeria","Georgia, Germany, France","December 1, 2017",2017,TV-14,119 min,"Dramas, Independent Movies, International Movies","A middle-aged wife and mother of two shocks her traditional, multigenerational Georgian household when she announces she's going to live by herself."
4690,70135647,Movie,Playing for Time,"Daniel Mann, Joseph Sargent","Vanessa Redgrave, Jane Alexander, Maud Adams, Donna Haley, Robin Bartlett, Marisa Berenson, Will Lee, Verna Bloom, Christine Baranski, Lenore Harris",United States,"December 1, 2017",1980,TV-14,149 min,Dramas,"Captured by Nazis and sent to Auschwitz, a Jewish musician is assigned to soothe other prisoners marching to their deaths in the gas chambers."
4691,80201828,Movie,Prague,Ashish R. Shukla,"Chandan Roy Sanyal, Elena Kazan, Kumar Mayank, Sonia Bindra, Arfi Lamba","India, Switzerland","December 1, 2017",2013,TV-MA,106 min,"Dramas, Independent Movies, International Movies",The chaotic ramblings of a young architect's mind take hold of his life as he leaves behind his past in India to work in Prague.
4692,80203787,Movie,Sardaar ji,Rohit Jugraj,"Diljit Dosanjh, Neeru Bajwa, Mandy Takhar, Jaswinder Bhalla, Ali Kazmi, Anita Kailey, Daman Singh, Sanju Salonki, Amrit Pal, Jatinder Lall, Avy Randhawa",Canada,"December 1, 2017",2015,TV-14,140 min,"Comedies, International Movies, Music & Musicals","When a palatial wedding venue turns out to be haunted, one of the families hosting the wedding hires a fearless Sikh to deal with the ghost."
4693,70236586,Movie,Tezz,Priyadarshan,"Anil Kapoor, Ajay Devgn, Boman Irani, Kangna Ranaut, Zayed Khan, Mallika Sherawat, Avika Gor, Dominic Power, Sameera Reddy, Mohanlal","United Kingdom, India","December 1, 2017",2012,TV-MA,121 min,"Action & Adventure, International Movies, Music & Musicals",This high-octane thriller tells the story of a man on a mission to reclaim what was taken from him and the agent who's determined to stop him.
4695,80173271,Movie,The Legend of 420,Peter Spirer,,United States,"December 1, 2017",2017,TV-MA,87 min,Documentaries,"This documentary explores the growing trend of marijuana decriminalization in the U.S. and the use of cannabis in medicine, art, fine dining and more."
4696,80191513,Movie,The Worthy,Ali F. Mostafa,"Ali Suliman, Mahmoud Al Atrash, Samer al Masri, Rakeen Saad, Habib Ghuloom, Samer Ismail, Salah Hanoun, Maisa Abd Elhadi, Mohammad Al Ibrahimi, Nabeel Ahmad Alkoni","United Arab Emirates, Romania","December 1, 2017",2016,TV-MA,99 min,"International Movies, Sci-Fi & Fantasy, Thrillers","In the near future, with civilization a thing of the past, a man puts his family in peril when he reluctantly lets outsiders into his compound."
4697,80176212,Movie,Voyeur,"Myles Kane, Josh Koury",Gay Talese,United States,"December 1, 2017",2017,TV-MA,96 min,Documentaries,Legendary journalist Gay Talese unmasks a motel owner who spied on his guests for decades. But his bombshell story soon becomes a scandal of its own.
4699,80147908,Movie,#Rucker50,Robert McCullough Jr.,,United States,"December 1, 2016",2016,TV-PG,56 min,"Documentaries, Sports Movies",This documentary celebrates the 50th anniversary of the Harlem sports program that has inspired countless city kids to become pro basketball players.
4700,80113785,Movie,1000 Rupee Note,Shrihari Sathe,"Usha Naik, Sandeep Pathak, Shrikant Yadav, Ganesh Yadav, Pooja Nayak, Devendra Gaikwad",India,"December 1, 2016",2014,NR,89 min,"Dramas, International Movies","After randomly receiving a handsome political bribe, a sweet, poor elderly woman decides to treat herself a shopping spree, which doesn't go smoothly."
4701,80152091,Movie,Across Grace Alley,Ralph Macchio,"Ben Hyland, Marsha Mason, Karina Smirnoff, Colin Branca, Ralph Macchio, Tricia Paoluccio",United States,"December 1, 2016",2013,TV-PG,24 min,Dramas,"A young boy, upset by his parents' divorce, becomes infatuated with his grandmother's neighbor, an entrancing dancer he watches through a window."
4702,80118982,Movie,Asu Mare 2,Ricardo Maldonado,"Carlos Alcántara, Emilia Drago, Christian Meier, Andrés Salas, Anahí de Cárdenas, Rodrigo Sánchez Patiño, Denisse Dibós, Javier Delgiudice, Ana Cecilia Natteri",Peru,"December 1, 2016",2015,NR,100 min,"Comedies, International Movies",To win the heart of his true love – a high-society girl – a hapless commoner plots to change his identity and avoid his embarrassing friends.
4707,80149139,Movie,Interrogation,Vetrimaaran,"Dinesh Ravi, Samuthirakani, Kishore Kumar, Anandhi, Murugadoss, Ajay Ghosh",India,"December 1, 2016",2015,TV-MA,116 min,"Dramas, International Movies, Thrillers","In this fact-based drama, politically motivated cops in Andhra Pradesh set out to frame four Tamil laborers for a crime, torturing them to no avail."
4710,80114915,Movie,Natural Selection,Chad L. Scheifele,"Mason Dye, Ryan Munzert, Anthony Michael Hall, Amy Carlson, Katherine McNamara, Tyler Elliot Burke, Esther Zynn, Ryan Boudreau",United States,"December 1, 2016",2015,R,101 min,"Dramas, Independent Movies","As the new kid, a shy high school senior finds himself tormented by all his peers except one. But his new friend has a dark, infectious outlook."
4712,80104240,Movie,Rainbow Time,Linas Phillips,"Linas Phillips, Melanie Lynskey, Timm Sharp, Tobin Bell, Jay Duplass, Lauren Weedman, Artemis Pebdani, Reagan Yates, Austin Fryberger",United States,"December 1, 2016",2016,NR,92 min,"Comedies, Dramas, Independent Movies","A developmentally disabled man obsessed with the Fonz, guns and all things kinky poses a challenge for his arrogant brother when he moves in with him."
4714,907090,Movie,Richard Pryor: Live in Concert,Jeff Margolis,Richard Pryor,United States,"December 1, 2016",1979,TV-MA,79 min,Stand-Up Comedy,"Richard Pryor's classic 1979 concert film has him discussing a wide range of topics, including race, the police and his favorite target – himself."
4715,80135563,Movie,Tellur Aliens,Einar Gabbassov,,"United States, Kazakhstan","December 1, 2016",2016,TV-Y7,67 min,Children & Family Movies,Three teenaged best friends on the planet Telluria begin an incredible journey of adventure as they fight against the most evil being in the universe.
4717,80149282,Movie,The Violin Player,Bauddhayan Mukherji,"Ritwick Chakraborty, Adil Hussain, Nayani Dixit, Sonam Stobgais",India,"December 1, 2016",2016,NR,72 min,"Dramas, Independent Movies, International Movies","An unemployed Bollywood session violinist in Mumbai finally lands a small gig, but it's what happens on his way home that proves truly transformative."
4718,80154176,Movie,Yo-Kai Watch: The Movie,Mark Risley,"Johnny Yong Bosch, Joey D'Auria, Alicyn Packard, Melissa Hutchison, Paul Greenberg, Brent Pendergrass","Japan, United States","December 1, 2016",2016,TV-Y7,96 min,"Anime Features, Children & Family Movies","Nate's special Yo-Kai Watch is missing. He travels back in time to meet the watch's inventor, his grandfather. Together, they must restore history!"
4720,80073100,Movie,My Little Pony Equestria Girls: Friendship Games,"Ishi Rudell, Jayson Thiessen","Tara Strong, Rebecca Shoichet, Ashleigh Ball, Andrea Libman, Tabitha St. Germain, Cathy Weseluck, Iris Quinn, Nicole Oliver",United States,"December 1, 2015",2015,TV-Y,72 min,"Children & Family Movies, Comedies","Rainbow Dash, Applejack and friends compete against Crystal Prep Academy and their lead athlete, this world's Twilight Sparkle, in sporting events."
4721,80066806,Movie,Tyke Elephant Outlaw,"Susan Lambert, Stefan Moore",,Australia,"December 1, 2015",2015,TV-14,78 min,"Documentaries, International Movies","This documentary recounts a 1994 incident in Honolulu in which a circus elephant attacked and killed its trainer, then ran loose on the city streets."
4722,70253397,Movie,Kung Fu Panda: Holiday,Tim Johnson,"Jack Black, Angelina Jolie, Dustin Hoffman, Jackie Chan, Seth Rogen, Lucy Liu, David Cross, James Hong, Dan Fogler",United States,"December 1, 2012",2010,TV-PG,26 min,"Children & Family Movies, Comedies","As preparations for the Winter Feast build, Po is caught between his obligations as the Dragon Warrior and his family holiday traditions."
4723,81156592,Movie,Colin Quinn: Red State Blue State,Robert Moresco,Colin Quinn,,"August 9, 2019",2019,TV-14,66 min,Stand-Up Comedy,Stand-up comedian Colin Quinn calls out the hypocrisies of the left and the right in this special based on his politically charged Off-Broadway show.
4724,81074367,Movie,Jaoon Kahan Bata Ae Dil,Aadish Keluskar,"Khushboo Upadhyay, Rohit Kokate, Himanshu Kohli, Mohammed Shakir",India,"August 9, 2019",2018,TV-MA,107 min,"Dramas, Independent Movies, International Movies","A couple’s caustic, increasingly jarring interactions over a Mumbai evening strain their relationship until it threatens to break at its fraying seams."
4725,81091977,Movie,Rocko's Modern Life: Static Cling,"Joe Murray, Cosmo Segurson","Carlos Alazraqui, Tom Kenny, Charlie Adler, Jill Talley, Mr. Lawrence, Joe Murray",United States,"August 9, 2019",2019,TV-Y7,46 min,"Children & Family Movies, Comedies, LGBTQ Movies","After 20 years in space, Rocko struggles to adjust to life in 21st century O-Town and makes it his mission to get his favorite show back on the air."
4730,81153372,Movie,Westside vs. the World,Michael Fahey,"Ron Perlman, Louie Simmons",,"August 9, 2019",2019,TV-MA,96 min,"Documentaries, Sports Movies","A look into the journey of influential strength coach Louie Simmons and the Westside Barbell gym he founded, evolving the sport of powerlifting."
4731,80245357,Movie,Perdida,Alejandro Montiel,"Luisana Lopilato, Amaia Salamanca, Rafael Spregelburd, Nicolás Furtado, Oriana Sabatini, Pedro Casablanc, Arancha Martí, Carlos Alcántara, María Onetto, Sara Sálamo","Argentina, Spain","August 9, 2018",2018,TV-MA,104 min,"Dramas, International Movies, Thrillers","A policewoman whose childhood friend disappeared in Patagonia years ago starts a new search to find answers, and soon finds her own life in danger."
4732,80222042,Movie,The Most Unknown,Ian Cheney,,United States,"August 9, 2018",2018,TV-PG,92 min,Documentaries,"Traversing disciplines from physics to psychology, nine scientists share ideas and seek common ground by delving into deep existential questions."
4733,80128691,Movie,Black Site Delta,Jesse Gustafson,"Cam Gigandet, Teri Reeves, Michael Dale, Dion Mucciacito, Casey Hendershot, Benjamin Charles Watson, John Brodsky, Arash Mokhtar",United States,"August 9, 2017",2017,TV-MA,88 min,Action & Adventure,"After discovering that their secret military prison is under attack by terrorists, a ragtag group of inmates does their best to neutralize the enemy."
4736,70183165,Movie,Judy Moody and the Not Bummer Summer,John Schultz,"Jordana Beatty, Heather Graham, Parris Mosteller, Preston Bailey, Kristoffer Ryan Winters, Garrett Ryan, Jaleel White, Ashley Boettcher, Taylar Hender, Cameron Boyce, Jenica Bergere, Janet Varney",United States,"August 8, 2019",2011,PG,91 min,"Children & Family Movies, Comedies","In this family film, never-dull third-grader Judy Moody embarks on a summer adventure with her brother, Stink, and always-up-for-fun Aunt Opal."
4743,81087761,Movie,Roll Red Roll,Nancy Schwartzman,,United States,"August 8, 2019",2018,TV-MA,80 min,Documentaries,"This compelling documentary follows the 2012 Steubenville, Ohio rape case, putting social media and high school football culture in the spotlight."
4744,81065902,Movie,St. Agatha,Darren Lynn Bousman,"Sabrina Kern, Carolyn Hennesy, Courtney Halverson, Shaun Fletcher, Lindsay Seim, Hannah Fierman, Trin Miller, Seth Michaels, Justin Miles",United States,"August 8, 2019",2018,TV-MA,103 min,"Horror Movies, Independent Movies","Unwed and pregnant, a young woman flees her abusive home in 1950s Georgia and takes refuge at a mysterious convent with a terrible secret."
4749,80195838,Movie,Denis Leary: No Cure For Cancer,Ted Demme,Denis Leary,United States,"August 8, 2017",1992,R,62 min,Stand-Up Comedy,"In the stand-up performance that made him a legend, comedian Denis Leary caustically holds forth on nonsmokers, vegetarians and other undesirables."
4750,81112446,Movie,Badla,Sujoy Ghosh,"Amitabh Bachchan, Taapsee Pannu, Amrita Singh, Tony Luke, Manav Kaul",India,"August 7, 2019",2019,TV-14,117 min,"International Movies, Thrillers","When a woman is accused of killing her lover, a renowned lawyer is hired – but the more they try to  untangle the truth, the more convoluted it becomes."
4751,81088318,Movie,The Pursuit,John Papola,Arthur Brooks,United States,"August 7, 2019",2019,TV-14,76 min,Documentaries,"In a time of turbulence for the free market system, one economist explores how it has lifted billions out of poverty, and might just save us all."
4752,80080617,Movie,Theo Von: No Offense,John Asher,Theo Von,United States,"August 7, 2019",2016,TV-MA,67 min,Stand-Up Comedy,"Southern charmer Theo Von offers up a twisted take on his dating mishaps, meeting Brad Pitt, chasing down fugitive chimpanzees and more."
4753,80203996,Movie,Baahubali 2: The Conclusion (Hindi Version),S.S. Rajamouli,"Prabhas, Rana Daggubati, Anushka Shetty, Tamannaah Bhatia, Sathyaraj, Ramya Krishnan, Nassar, Subbaraju",India,"August 7, 2017",2017,TV-MA,165 min,"Action & Adventure, Dramas, International Movies","To avenge his father's death, a young man leads an army into battle against a cruel tyrant in this Hindi conclusion to the historic saga."
4754,80203998,Movie,Baahubali 2: The Conclusion (Malayalam Version),S.S. Rajamouli,"Prabhas, Rana Daggubati, Anushka Shetty, Tamannaah Bhatia, Sathyaraj, Ramya Krishnan, Nassar, Subbaraju",India,"August 7, 2017",2017,TV-MA,166 min,"Action & Adventure, Dramas, International Movies","To avenge his father's death, a young man leads an army into battle against a cruel tyrant in this Malayalam conclusion to the historic saga."
4755,80203997,Movie,Baahubali 2: The Conclusion (Tamil Version),S.S. Rajamouli,"Prabhas, Rana Daggubati, Anushka Shetty, Tamannaah Bhatia, Sathyaraj, Ramya Krishnan, Nassar, Subbaraju",India,"August 7, 2017",2017,TV-MA,166 min,"Action & Adventure, Dramas, International Movies","To avenge his father's death, a young man leads an army into battle against a cruel tyrant in this Tamil conclusion to the historic saga."
4756,80204117,Movie,Baahubali: The Beginning (Hindi Version),S.S. Rajamouli,"Prabhas, Rana Daggubati, Anushka Shetty, Tamannaah Bhatia, Sathyaraj, Nassar, Ramya Krishnan, Sudeep",India,"August 7, 2017",2015,TV-14,159 min,"Action & Adventure, Dramas, International Movies",Villagers in the kingdom of Mahismati rescue a baby who is destined to embark on a heroic quest in this Hindi version of S.S. Rajamouli's epic.
4757,80204119,Movie,Baahubali: The Beginning (Malayalam Version),S.S. Rajamouli,"Prabhas, Rana Daggubati, Anushka Shetty, Tamannaah Bhatia, Sathyaraj, Nassar, Ramya Krishnan, Sudeep",India,"August 7, 2017",2015,TV-14,160 min,"Action & Adventure, Dramas, International Movies",Villagers in the kingdom of Mahismati rescue a baby who is destined to embark on a heroic quest in this Malayalam version of S.S. Rajamouli's epic.
4758,80204118,Movie,Baahubali: The Beginning (Tamil Version),S.S. Rajamouli,"Prabhas, Rana Daggubati, Anushka Shetty, Tamannaah Bhatia, Sathyaraj, Nassar, Ramya Krishnan, Sudeep",India,"August 7, 2017",2015,TV-14,159 min,"Action & Adventure, Dramas, International Movies",Villagers in the kingdom of Mahismati rescue a baby who is destined to embark on a heroic quest in this Tamil version of S.S. Rajamouli's epic.
4759,80163368,Movie,Mission: Destroy Love,Osman Ali,"Bront Palarae, Maya Karin, Remy Ishak, Izara Aishah, Azad Jazmin, Dira Abu Zahar, Zarina Zainuddin",Malaysia,"August 7, 2017",2014,TV-14,93 min,"Comedies, International Movies, Romantic Movies",Two strangers meet by chance on a trip to Thailand and form a connection when they realize their former romantic partners ended up getting together.
4760,80184868,Movie,The Black Room,Rolfe Kanefsky,"Natasha Henstridge, Lukas Hassel, Lin Shaye, Dominique Swain, Augie Duke, Caleb Scott, James Duval, Tiffany Shepis",United States,"August 7, 2017",2016,TV-MA,95 min,Horror Movies,A couple's new dream home morphs into a nightmare after they learn that an evil and lustful spirit resides in their basement.
